id,room_type,category,street,city,prefecture,cost,size,deposit,key_money,floor,year,station,minute,created_at
183,2LDK,Apartment,Shinkawa,Chuo-ku,Tokyo,353000.0,58.21,0.0,0.0,4,2020,Hacchoubori,4,2025-01-20 16:17:51
184,1DK,Apartment,Higashikomagata,Sumida-ku,Tokyo,90000.0,29.05,0.0,0.0,4,1980,Honjo Azumabashi,5,2025-01-20 16:17:51
185,1K,Apartment,Higashi,Shibuya-ku,Tokyo,105000.0,19.58,99000.0,0.0,3,2006,Hiroo,12,2025-01-20 16:17:51
186,1LDK,Apartment,Ryogoku,Sumida-ku,Tokyo,168000.0,31.0,0.0,0.0,7,2022,Ryogoku,5,2025-01-20 16:17:51
187,1LDK,Apartment,Hatagaya,Shibuya-ku,Tokyo,177000.0,36.8,0.0,0.0,5,2019,Hatagaya,10,2025-01-20 16:17:51
188,1K,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,150000.0,26.12,140000.0,0.0,2,2021,Nishiwaseda,2,2025-01-20 16:17:51
189,1LDK,Apartment,Hommachi,Shibuya-ku,Tokyo,180000.0,34.6,0.0,0.0,3,2021,Nishishinjuku Go Choume,7,2025-01-20 16:17:51
190,1R,Apartment,Higashiyama,Meguro-ku,Tokyo,168000.0,20.0,0.0,0.0,5,1993,Nakameguro,8,2025-01-20 16:17:51
191,1K,Apartment,Minamisuna,Koto-ku,Tokyo,113000.0,25.24,107000.0,0.0,6,2020,Touyouchou,13,2025-01-20 16:17:51
192,1R,Apartment,Ichigayadaimachi,Shinjuku-ku,Tokyo,129000.0,31.22,114000.0,0.0,5,2008,Akebonobashi,6,2025-01-20 16:17:51
193,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
194,1R,Apartment,Nakano,Nakano-ku,Tokyo,67000.0,14.25,0.0,0.0,2,1984,Nakano,4,2025-01-20 16:17:51
195,1R,Apartment,Arai,Nakano-ku,Tokyo,147000.0,13.0,0.0,0.0,5,1997,Nakano,8,2025-01-20 16:17:51
196,1R,Apartment,Sekiguchi,Bunkyo-ku,Tokyo,67000.0,16.5,0.0,0.0,5,1986,Gokokuji,8,2025-01-20 16:17:51
197,1LDK,Apartment,Ikebukuro (2-4-chome),Toshima-ku,Tokyo,182000.0,37.91,172000.0,0.0,7,2006,Ikebukuro,8,2025-01-20 16:17:51
198,1K,Apartment,Ohashi,Meguro-ku,Tokyo,156000.0,18.0,0.0,0.0,5,1986,Komaba Toudai Mae,6,2025-01-20 16:17:51
199,1DK,Apartment,Kamitakada,Nakano-ku,Tokyo,129000.0,26.02,0.0,0.0,6,2024,Araiyakushimae,7,2025-01-20 16:17:51
200,1K,Apartment,Yayoicho,Nakano-ku,Tokyo,129000.0,26.5,116000.0,0.0,5,2018,Nakanoshinbashi,3,2025-01-20 16:17:51
201,1K,Apartment,Senzoku,Taito-ku,Tokyo,92000.0,25.52,0.0,0.0,2,1990,Iriya,9,2025-01-20 16:17:51
202,1K,Apartment,Kawadacho,Shinjuku-ku,Tokyo,103000.0,17.95,0.0,0.0,4,2005,Wakamatsu Kawada,6,2025-01-20 16:17:51
203,1LDK,Apartment,Negishi,Taito-ku,Tokyo,193500.0,40.39,0.0,0.0,7,2024,Nippori,8,2025-01-20 16:17:51
204,1LDK,Apartment,Ikegami,Ota-ku,Tokyo,154000.0,34.0,0.0,0.0,3,2024,Ikegami,6,2025-01-20 16:17:51
205,2LDK,Apartment,Ikebukurohoncho,Toshima-ku,Tokyo,240000.0,48.0,0.0,0.0,4,2024,Shimoitabashi,7,2025-01-20 16:17:51
206,1LDK,Apartment,Nihombashihongokucho,Chuo-ku,Tokyo,192000.0,35.14,0.0,0.0,2,2024,Kanda,3,2025-01-20 16:17:51
207,1R,Apartment,Kugahara,Ota-ku,Tokyo,180000.0,20.0,0.0,0.0,5,2005,Kugahara,3,2025-01-20 16:17:51
208,1LDK,Apartment,Waseda tsurumakicho,Shinjuku-ku,Tokyo,200000.0,41.07,193000.0,0.0,8,2007,Waseda,5,2025-01-20 16:17:51
209,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
210,1SLDK,Apartment,Ryogoku,Sumida-ku,Tokyo,208000.0,40.23,0.0,100000.0,2,2022,Ryogoku,3,2025-01-20 16:17:51
211,1LDK,Apartment,Matsugaya,Taito-ku,Tokyo,181000.0,40.16,166000.0,0.0,5,2020,Inaricho,5,2025-01-20 16:17:51
212,1K,Apartment,Nishikamata,Ota-ku,Tokyo,105000.0,25.54,93000.0,0.0,1,2018,Ikegami,7,2025-01-20 16:17:51
213,1R,Apartment,Nihombashiningyocho,Chuo-ku,Tokyo,121000.0,22.11,113000.0,0.0,5,2007,Ningyouchou,4,2025-01-20 16:17:51
214,1DK,Apartment,Hommachi,Shibuya-ku,Tokyo,196000.0,35.74,0.0,0.0,2,2024,Hatagaya,11,2025-01-20 16:17:51
215,2LDK,Apartment,Kamiochiai,Shinjuku-ku,Tokyo,229000.0,40.8,214000.0,0.0,7,2024,Shimoochiai,5,2025-01-20 16:17:51
216,1R,Apartment,Wakagi,Itabashi-ku,Tokyo,129000.0,18.0,0.0,0.0,5,1991,Kamiitabashi,9,2025-01-20 16:17:51
217,1LDK,Apartment,Hatagaya,Shibuya-ku,Tokyo,171000.0,33.4,156000.0,78000.0,10,2022,Hatagaya,10,2025-01-20 16:17:51
218,1DK,Apartment,Kamezawa,Sumida-ku,Tokyo,113000.0,25.5,0.0,0.0,5,2019,Ryogoku,6,2025-01-20 16:17:51
219,1K,Apartment,Takaidohigashi,Suginami-ku,Tokyo,135000.0,18.0,0.0,0.0,5,1991,Takaido,9,2025-01-20 16:17:51
220,1LDK,Apartment,Imado,Taito-ku,Tokyo,125000.0,41.27,0.0,0.0,4,1989,Hikifune,14,2025-01-20 16:17:51
221,1K,Apartment,Ryusen,Taito-ku,Tokyo,107000.0,25.0,99000.0,0.0,6,2020,Minowa,6,2025-01-20 16:17:51
222,1K,Apartment,Toranomon,Minato-ku,Tokyo,85000.0,17.22,0.0,0.0,6,1981,Kamiyacho,3,2025-01-20 16:17:51
223,1R,Apartment,Minamikarasuyama,Setagaya-ku,Tokyo,68000.0,17.4,0.0,0.0,3,1993,Chitose Karasuyama,3,2025-01-20 16:17:51
224,1DK,Apartment,Toyo,Koto-ku,Tokyo,135000.0,26.66,120000.0,0.0,1,2022,Touyouchou,6,2025-01-20 16:17:51
225,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
226,1R,Apartment,Nishishinjuku,Shinjuku-ku,Tokyo,95000.0,20.1,85000.0,0.0,3,1985,Nishishinjuku Go Choume,5,2025-01-20 16:17:51
227,1LDK,Apartment,Hommachi,Shibuya-ku,Tokyo,200000.0,34.5,0.0,0.0,2,2024,Nishishinjuku Go Choume,11,2025-01-20 16:17:51
228,1LDK,Apartment,Uguisudanicho,Shibuya-ku,Tokyo,190000.0,33.17,178000.0,0.0,1,2020,Shibuya,8,2025-01-20 16:17:51
229,1K,Apartment,Wakamiya,Nakano-ku,Tokyo,95000.0,26.67,0.0,0.0,2,2006,Nogata,5,2025-01-20 16:17:51
230,1LDK,Apartment,Sugamo,Toshima-ku,Tokyo,197550.0,25.8,131500.0,131500.0,10,2024,Sugamo,3,2025-01-20 16:17:51
231,1LDK,Apartment,Shimochiai,Shinjuku-ku,Tokyo,156000.0,32.04,146000.0,0.0,4,2023,Shimoochiai,1,2025-01-20 16:17:51
232,1R,Apartment,Suido,Bunkyo-ku,Tokyo,107000.0,28.15,0.0,0.0,2,2014,Edogawabashi,10,2025-01-20 16:17:51
233,1DK,Apartment,Chuocho,Meguro-ku,Tokyo,166500.0,29.0,0.0,0.0,5,1986,Yutenji,8,2025-01-20 16:17:51
234,1LDK,Apartment,Ichigayasanaicho,Shinjuku-ku,Tokyo,205000.0,37.0,195000.0,0.0,3,2021,Ichigaya,6,2025-01-20 16:17:51
235,2K,Apartment,Ikebukurohoncho,Toshima-ku,Tokyo,158000.0,35.03,0.0,0.0,3,2024,Shimoitabashi,7,2025-01-20 16:17:51
236,1DK,Apartment,Sugamo,Toshima-ku,Tokyo,140000.0,27.6,0.0,0.0,1,2021,Sugamo,9,2025-01-20 16:17:51
237,2DK,Apartment,Sendagi,Bunkyo-ku,Tokyo,180000.0,33.0,0.0,0.0,5,1989,Sendagi,4,2025-01-20 16:17:51
238,1LDK,Apartment,Koishikawa,Bunkyo-ku,Tokyo,210000.0,50.5,195000.0,0.0,10,2007,Korakuen,6,2025-01-20 16:17:51
239,1DK,Apartment,Honjo,Sumida-ku,Tokyo,132000.0,28.0,124000.0,0.0,2,2024,Honjo Azumabashi,9,2025-01-20 16:17:51
240,1K,Apartment,Kamiochiai,Shinjuku-ku,Tokyo,116000.0,23.12,106000.0,0.0,2,2024,Nakai,6,2025-01-20 16:17:51
241,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
242,1LDK,Apartment,Shinjuku,Shinjuku-ku,Tokyo,247000.0,40.12,0.0,0.0,6,2022,Shinjuku Gyoen Mae,6,2025-01-20 16:17:51
243,1K,Apartment,Nishisugamo,Toshima-ku,Tokyo,139000.0,25.52,0.0,0.0,11,2024,Shin Koushinzuka,1,2025-01-20 16:17:51
244,1R,Apartment,Yamabukicho,Shinjuku-ku,Tokyo,100000.0,15.41,0.0,0.0,5,2024,Edogawabashi,4,2025-01-20 16:17:51
245,1DK,Apartment,Seta,Setagaya-ku,Tokyo,130500.0,25.56,0.0,0.0,4,2023,Youga,10,2025-01-20 16:17:51
246,1LDK,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,129000.0,35.0,0.0,0.0,5,1978,Omokagebashi,4,2025-01-20 16:17:51
247,1R,Apartment,Tomigaya,Shibuya-ku,Tokyo,72000.0,12.2,0.0,0.0,2,1983,Komaba Toudai Mae,9,2025-01-20 16:17:51
248,1K,Apartment,Meguro,Meguro-ku,Tokyo,129000.0,21.0,0.0,0.0,5,2000,Meguro,8,2025-01-20 16:17:51
249,1LDK,Apartment,Hommachi,Shibuya-ku,Tokyo,166000.0,33.5,156000.0,0.0,3,2022,Nishishinjuku Go Choume,3,2025-01-20 16:17:51
250,1DK,Apartment,Chuocho,Meguro-ku,Tokyo,168000.0,23.0,0.0,0.0,5,1986,Yutenji,8,2025-01-20 16:17:51
251,1R,Apartment,Jinnan,Shibuya-ku,Tokyo,99000.0,16.63,0.0,0.0,10,1981,Shibuya,6,2025-01-20 16:17:51
252,1K,Apartment,Tamagawadai,Setagaya-ku,Tokyo,144000.0,18.0,0.0,0.0,5,1998,Youga,7,2025-01-20 16:17:51
253,1R,Apartment,Higashiyamacho,Itabashi-ku,Tokyo,49000.0,13.68,0.0,0.0,1,1991,Tokiwadai,10,2025-01-20 16:17:51
254,1R,Apartment,Shinsencho,Shibuya-ku,Tokyo,88000.0,15.62,0.0,0.0,5,1983,Shinsen,3,2025-01-20 16:17:51
255,2DK,Apartment,Ikebukuro (2-4-chome),Toshima-ku,Tokyo,162000.0,43.2,162000.0,0.0,4,1993,Ikebukuro,8,2025-01-20 16:17:51
256,1LDK,Apartment,Takadanobaba,Shinjuku-ku,Tokyo,169000.0,40.0,0.0,0.0,2,2019,Shimoochiai,4,2025-01-20 16:17:51
257,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
258,1DK,Apartment,Waseda tsurumakicho,Shinjuku-ku,Tokyo,151000.0,25.3,141000.0,0.0,4,2024,Waseda,6,2025-01-20 16:17:51
259,1DK,Apartment,Ryogoku,Sumida-ku,Tokyo,127000.0,25.2,0.0,100000.0,2,2022,Ryogoku,3,2025-01-20 16:17:51
260,1R,Apartment,Kanamecho,Toshima-ku,Tokyo,150000.0,35.0,0.0,0.0,5,1989,Senkawa,5,2025-01-20 16:17:51
261,1K,Apartment,Minamiotsuka,Toshima-ku,Tokyo,120000.0,18.0,0.0,0.0,5,1989,Otsukaekimae,4,2025-01-20 16:17:51
262,1LDK,Apartment,Miyamotocho,Itabashi-ku,Tokyo,114500.0,37.78,0.0,0.0,1,2007,Itabashi Honchou,5,2025-01-20 16:17:51
263,1K,Apartment,Akatsuka,Itabashi-ku,Tokyo,123000.0,20.0,0.0,0.0,5,1990,Narimasu,10,2025-01-20 16:17:51
264,1R,Apartment,Jingumae,Shibuya-ku,Tokyo,205000.0,31.24,195000.0,195000.0,3,2012,Meiji Jingumae,8,2025-01-20 16:17:51
265,1DK,Apartment,Honjo,Sumida-ku,Tokyo,125000.0,25.28,0.0,0.0,2,2021,Honjo Azumabashi,8,2025-01-20 16:17:51
266,1R,Apartment,Saginomiya,Nakano-ku,Tokyo,56000.0,18.2,54000.0,0.0,3,1986,Toritsu Kasei,1,2025-01-20 16:17:51
267,1K,Apartment,Kitashinjuku,Shinjuku-ku,Tokyo,129000.0,25.3,119000.0,0.0,1,2020,Nishi-shinjuku,7,2025-01-20 16:17:51
268,1K,Apartment,Nishiochiai,Shinjuku-ku,Tokyo,119000.0,25.72,111000.0,111000.0,3,2022,Ochiaiminami Nagasaki,6,2025-01-20 16:17:51
269,1R,Apartment,Suidocho,Shinjuku-ku,Tokyo,125000.0,27.1,117000.0,117000.0,3,2004,Edogawabashi,5,2025-01-20 16:17:51
270,1R,Apartment,Maruyamacho,Shibuya-ku,Tokyo,195000.0,19.0,0.0,0.0,5,1984,Shinsen,2,2025-01-20 16:17:51
271,1R,Apartment,Nakameguro,Meguro-ku,Tokyo,88000.0,16.22,0.0,0.0,1,1984,Nakameguro,14,2025-01-20 16:17:51
272,1DK,Apartment,Toyo,Koto-ku,Tokyo,140000.0,26.0,0.0,0.0,5,2023,Kiba,8,2025-01-20 16:17:51
273,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
274,1R,Apartment,Amanuma,Suginami-ku,Tokyo,123000.0,25.09,0.0,0.0,3,2017,Ogikubo,6,2025-01-20 16:17:51
275,1R,Apartment,Motoazabu,Minato-ku,Tokyo,86000.0,15.71,0.0,0.0,5,1973,Azabu-juban,5,2025-01-20 16:17:51
276,1LDK,Apartment,Shimochiai,Shinjuku-ku,Tokyo,170000.0,35.73,0.0,0.0,4,2017,Mejiro,5,2025-01-20 16:17:51
277,2DK,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,126000.0,35.0,0.0,0.0,5,1978,Omokagebashi,4,2025-01-20 16:17:51
278,1K,Apartment,Ichigayakagacho,Shinjuku-ku,Tokyo,130000.0,24.5,120000.0,120000.0,3,2020,Ushigome Yanagicho,7,2025-01-20 16:17:51
279,1LDK,Apartment,Tsurumaki,Setagaya-ku,Tokyo,186000.0,32.24,177000.0,0.0,2,2024,Sakurashinmachi,8,2025-01-20 16:17:51
280,1K,Apartment,Higashinihombashi,Chuo-ku,Tokyo,107000.0,21.55,0.0,0.0,7,2003,Higashinihonbashi,1,2025-01-20 16:17:51
281,1LDK,Apartment,Shinanomachi,Shinjuku-ku,Tokyo,212000.0,40.82,200000.0,200000.0,5,1972,Yotsuya San Choume,7,2025-01-20 16:17:51
282,1LDK,Apartment,Ryusen,Taito-ku,Tokyo,170000.0,41.5,155000.0,0.0,5,2021,Minowa,6,2025-01-20 16:17:51
283,1K,Apartment,Asakusa,Taito-ku,Tokyo,109000.0,26.12,0.0,0.0,3,2022,Minowa,12,2025-01-20 16:17:51
284,1K,Apartment,Shinjuku,Shinjuku-ku,Tokyo,165000.0,26.0,0.0,0.0,5,2017,Higashi-Shinjuku,6,2025-01-20 16:17:51
285,1LDK,Apartment,Uguisudanicho,Shibuya-ku,Tokyo,214500.0,42.4,0.0,0.0,1,2021,Shibuya,10,2025-01-20 16:17:51
286,1LDK,Apartment,Minato,Chuo-ku,Tokyo,205000.0,40.1,190000.0,0.0,4,2020,Hacchoubori,7,2025-01-20 16:17:51
287,1K,Apartment,Senzoku,Taito-ku,Tokyo,89000.0,25.8,0.0,0.0,3,1979,Asakusa,6,2025-01-20 16:17:51
288,1LDK,Apartment,Higashikanda,Chiyoda-ku,Tokyo,210000.0,43.5,0.0,0.0,2,2020,Bakurochou,5,2025-01-20 16:17:51
289,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
290,1K,Apartment,Ichigayakagacho,Shinjuku-ku,Tokyo,126000.0,24.67,116000.0,116000.0,4,2020,Ushigome Yanagicho,7,2025-01-20 16:17:51
291,1LDK,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,198000.0,40.1,186000.0,0.0,3,2024,Takadanobaba,6,2025-01-20 16:17:51
292,1K,Apartment,Midori,Sumida-ku,Tokyo,130000.0,25.3,0.0,0.0,3,2020,Ryogoku,5,2025-01-20 16:17:51
293,1R,Apartment,Kitashinjuku,Shinjuku-ku,Tokyo,147000.0,17.0,0.0,0.0,5,1998,Ochiai,6,2025-01-20 16:17:51
294,1R,Apartment,Jingumae,Shibuya-ku,Tokyo,170000.0,27.82,0.0,0.0,2,2019,Meiji Jingumae,9,2025-01-20 16:17:51
295,1DK,Apartment,Taito,Taito-ku,Tokyo,136000.0,25.28,124000.0,0.0,4,2023,Shin Okachimachi,5,2025-01-20 16:17:51
296,1R,Apartment,Takashimadaira,Itabashi-ku,Tokyo,74000.0,18.43,0.0,0.0,5,2007,Takashimadaira,2,2025-01-20 16:17:51
297,2LDK,Apartment,Komagata,Taito-ku,Tokyo,210000.0,40.23,195000.0,0.0,8,2023,Kuramae,2,2025-01-20 16:17:51
298,1R,Apartment,Shibakoen,Minato-ku,Tokyo,170000.0,29.3,0.0,0.0,2,2007,Onarimon,2,2025-01-20 16:17:51
299,1K,Apartment,Wasedamachi,Shinjuku-ku,Tokyo,159000.0,18.0,0.0,0.0,5,1999,Waseda,1,2025-01-20 16:17:51
300,1K,Apartment,Honcho,Nakano-ku,Tokyo,141000.0,16.0,0.0,0.0,5,1989,Shinnakano,7,2025-01-20 16:17:51
301,1K,Apartment,Toshima,Kita-ku,Tokyo,135000.0,30.0,0.0,0.0,5,2001,Ouji,5,2025-01-20 16:17:51
302,1DK,Apartment,Chuo,Nakano-ku,Tokyo,118000.0,29.3,110000.0,0.0,7,1973,Nakanosakaue,10,2025-01-20 16:17:51
303,1LDK,Apartment,Imado,Taito-ku,Tokyo,168000.0,40.2,0.0,0.0,2,2024,Asakusa,15,2025-01-20 16:17:51
304,2K,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,154000.0,27.43,142000.0,0.0,2,2024,Nishiwaseda,7,2025-01-20 16:17:51
305,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
306,2LDK,Apartment,Nihombashikodemmacho,Chuo-ku,Tokyo,255000.0,45.0,240000.0,0.0,4,2024,Kodemmacho,1,2025-01-20 16:17:51
307,1R,Apartment,Takaidonishi,Suginami-ku,Tokyo,61000.0,12.7,0.0,0.0,2,1990,Takaido,5,2025-01-20 16:17:51
308,1K,Apartment,Ebara,Shinagawa-ku,Tokyo,105000.0,20.9,0.0,0.0,2,2021,Togoshiginza,8,2025-01-20 16:17:51
309,2LDK,House,Minaminagasaki,Toshima-ku,Tokyo,150000.0,70.0,0.0,0.0,5,1980,Ochiaiminami Nagasaki,7,2025-01-20 16:17:51
310,1R,Apartment,Takinogawa,Kita-ku,Tokyo,120000.0,25.6,110000.0,0.0,6,2015,Nishisugamo,5,2025-01-20 16:17:51
311,1R,House,Minamiotsuka,Toshima-ku,Tokyo,81000.0,11.0,0.0,0.0,5,1990,Mukaihara,2,2025-01-20 16:17:51
312,1R,Apartment,Komaba,Meguro-ku,Tokyo,80000.0,18.0,78000.0,0.0,2,1991,Shinsen,4,2025-01-20 16:17:51
313,1K,Apartment,Kaigan(3-chome),Minato-ku,Tokyo,133000.0,25.5,125000.0,0.0,9,2017,Shibaura Futou,4,2025-01-20 16:17:51
314,1K,Apartment,Nishiikebukuro,Toshima-ku,Tokyo,99000.0,21.74,0.0,0.0,5,1996,Ikebukuro,3,2025-01-20 16:17:51
315,1DK,Apartment,Sumida,Sumida-ku,Tokyo,152000.0,31.45,0.0,700000.0,2,2024,Higashimukoujima,8,2025-01-20 16:17:51
316,1R,Apartment,Koenjiminami,Suginami-ku,Tokyo,83000.0,16.1,77000.0,0.0,2,1986,Higashi Koenji,5,2025-01-20 16:17:51
317,1LDK,Apartment,Kamata,Ota-ku,Tokyo,165000.0,35.35,155000.0,0.0,3,2020,Kamata,10,2025-01-20 16:17:51
318,1R,Apartment,Nishigokencho,Shinjuku-ku,Tokyo,119000.0,23.41,0.0,0.0,3,2004,Kagurazaka,4,2025-01-20 16:17:51
319,1K,Apartment,Shiba(1-3-chome),Minato-ku,Tokyo,180000.0,20.0,0.0,0.0,5,2006,Mita,4,2025-01-20 16:17:51
320,1R,Apartment,Senzoku,Taito-ku,Tokyo,138000.0,16.0,0.0,0.0,5,1990,Asakusa,9,2025-01-20 16:17:51
321,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
322,1LDK,Apartment,Takada,Toshima-ku,Tokyo,198000.0,36.72,0.0,100000.0,4,2021,Takadanobaba,7,2025-01-20 16:17:51
323,1R,Apartment,Machiya,Arakawa-ku,Tokyo,81000.0,18.0,0.0,0.0,1,2019,Machiya,5,2025-01-20 16:17:51
324,1K,Apartment,Nishishinjuku,Shinjuku-ku,Tokyo,168000.0,19.0,0.0,0.0,5,2002,Nishishinjuku Go Choume,2,2025-01-20 16:17:51
325,1DK,Apartment,Kotobashi,Sumida-ku,Tokyo,126000.0,25.12,116000.0,0.0,4,2023,Kinshichou,7,2025-01-20 16:17:51
326,1R,Apartment,Shinjuku,Shinjuku-ku,Tokyo,120000.0,30.0,0.0,0.0,4,1984,Shinjuku Gyoen Mae,6,2025-01-20 16:17:51
327,1K,Apartment,Unoki,Ota-ku,Tokyo,156000.0,19.0,0.0,0.0,5,2004,Unoki,3,2025-01-20 16:17:51
328,1R,Apartment,Kugayama,Suginami-ku,Tokyo,90000.0,15.0,0.0,0.0,5,1989,Kugayama,2,2025-01-20 16:17:51
329,1R,Apartment,Shimomeguro,Meguro-ku,Tokyo,137000.0,26.1,0.0,0.0,2,2016,Meguro,6,2025-01-20 16:17:51
330,1K,Apartment,Chuo,Nakano-ku,Tokyo,147000.0,16.0,0.0,0.0,5,1992,Shinnakano,7,2025-01-20 16:17:51
331,1DK,Apartment,Higashinippori,Arakawa-ku,Tokyo,178500.0,31.0,0.0,0.0,5,1982,Minowa,3,2025-01-20 16:17:51
332,1LDK,Apartment,Shinsencho,Shibuya-ku,Tokyo,199000.0,39.15,189000.0,189000.0,4,2021,Shinsen,4,2025-01-20 16:17:51
333,1K,Apartment,Minamiaoyama,Minato-ku,Tokyo,180000.0,19.0,0.0,0.0,5,1999,Omotesando,9,2025-01-20 16:17:51
334,1LDK,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,126000.0,35.0,0.0,0.0,5,1978,Omokagebashi,4,2025-01-20 16:17:51
335,1K,Apartment,Kamiochiai,Shinjuku-ku,Tokyo,82000.0,20.4,75000.0,75000.0,2,1999,Ochiai,4,2025-01-20 16:17:51
336,1R,Apartment,Yanagibashi,Taito-ku,Tokyo,108000.0,20.7,0.0,0.0,4,2022,Asakusabashi,4,2025-01-20 16:17:51
337,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
338,1R,Apartment,Sendagaya,Shibuya-ku,Tokyo,120000.0,23.5,0.0,110000.0,1,2016,Sendagaya,6,2025-01-20 16:17:51
340,1R,Apartment,Sasazuka,Shibuya-ku,Tokyo,60000.0,15.12,0.0,0.0,3,1985,Sasazuka,3,2025-01-20 16:17:51
341,1K,Apartment,Morishita,Koto-ku,Tokyo,111000.0,21.63,0.0,0.0,2,2010,Kikukawa,6,2025-01-20 16:17:51
342,1K,Apartment,Nijikkimachi,Shinjuku-ku,Tokyo,122000.0,25.72,112000.0,112000.0,2,2019,Ushigome Yanagicho,5,2025-01-20 16:17:51
343,1K,Apartment,Nishishinjuku,Shinjuku-ku,Tokyo,249000.0,21.68,0.0,0.0,7,2004,Nishishinjuku Go Choume,5,2025-01-20 16:17:51
344,1R,Apartment,Nihombashihamacho,Chuo-ku,Tokyo,122000.0,25.0,107000.0,0.0,3,2022,Hamachou,6,2025-01-20 16:17:51
345,1DK,Apartment,Higashikanda,Chiyoda-ku,Tokyo,178000.0,31.31,0.0,0.0,7,2020,Asakusabashi,6,2025-01-20 16:17:51
346,1K,Apartment,Megurohoncho,Meguro-ku,Tokyo,135000.0,25.4,0.0,0.0,2,2023,Gakugei Daigaku,11,2025-01-20 16:17:51
347,1DK,Apartment,Toyo,Koto-ku,Tokyo,145000.0,26.13,135000.0,0.0,9,2022,Touyouchou,7,2025-01-20 16:17:51
348,1K,Apartment,Minaminagasaki,Toshima-ku,Tokyo,98000.0,21.06,0.0,0.0,6,2004,Shiina Machi,1,2025-01-20 16:17:51
349,1K,Apartment,Ikebukuro (1-chome),Toshima-ku,Tokyo,108000.0,20.72,0.0,0.0,13,2012,Ikebukuro,9,2025-01-20 16:17:51
350,1K,Apartment,Tobehoncho,Yokohama-shi Nishi-ku,Kanagawa,225000.0,21.5,0.0,0.0,3,2011,Tobe,2,2025-01-20 16:17:51
353,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
354,1K,Apartment,Higashiayase,Adachi-ku,Tokyo,92000.0,25.42,0.0,0.0,3,2016,Ayase,9,2025-01-20 16:17:51
355,2LDK,Apartment,Oji,Kita-ku,Tokyo,254000.0,55.56,0.0,0.0,13,2022,Ouji,6,2025-01-20 16:17:51
356,1LDK,Apartment,Nishioi,Shinagawa-ku,Tokyo,173000.0,36.0,158000.0,0.0,4,2024,Nishioi,10,2025-01-20 16:17:51
357,1K,Apartment,Ryusen,Taito-ku,Tokyo,122000.0,26.68,0.0,0.0,4,2024,Minowa,3,2025-01-20 16:17:51
358,1R,Apartment,Shimochiai,Shinjuku-ku,Tokyo,105000.0,25.55,0.0,90000.0,3,2010,Shiina Machi,9,2025-01-20 16:17:51
359,2LDK,Apartment,Matsugaya,Taito-ku,Tokyo,177000.0,40.36,0.0,0.0,5,2024,Inaricho,8,2025-01-20 16:17:51
360,Private,Other,Tanaka higashiharunacho,Kyoto-shi Sakyo-ku,Kyoto,57000.0,7.0,30000.0,20000.0,3,2019,Mototanaka,5,2025-01-20 16:17:51
361,1DK,Apartment,Sugamo,Toshima-ku,Tokyo,130000.0,25.57,0.0,0.0,2,2020,Sugamo,3,2025-01-20 16:17:51
362,1LDK,Apartment,Negishi,Taito-ku,Tokyo,187000.0,40.39,0.0,0.0,2,2024,Uguisudani,5,2025-01-20 16:17:51
363,1K,Apartment,Honcho,Kawaguchi-shi,Saitama,115000.0,25.39,0.0,0.0,12,2022,Kawaguchi,6,2025-01-20 16:17:51
364,1LDK,Apartment,Negishi,Taito-ku,Tokyo,195000.0,40.39,0.0,0.0,10,2024,Uguisudani,5,2025-01-20 16:17:51
